StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,negpart_1,negpart_2,multipartydem_1,multipartydem_2,multipartydem_3,Q17,Q17_4_TEXT,Q19,Q21,Q23,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,Q55,Q55_DO,Q57,Q56,Q58,Q59,reforms_1,reforms_2,reforms_3,reforms_4,reforms_5,reforms_6,reforms_7,reforms_8,reforms_9,reforms_10,reforms_11,reforms_DO,gender,gender_3_TEXT,race,age,rid,FL_50_DO,Treatment_DO
12/13/2019 6:07,12/13/2019 6:10,IP Address,174.217.15.19,100,196,TRUE,12/13/2019 6:10,R_3lQeruTBRDYKrHs,,,,,41.23240662,-95.87509918,anonymous,EN,33,24,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Something else,,,,Neither,,,,,,,,,Encouraging as many people as possible to vote,"Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud|Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote",Preventing voter fraud,Encouraging only informed citizens to vote,Ensuring citizens have equal access to the ballot box,Limiting voting to only English-speaking Americans,Neither favor nor oppose,Somewhat favor,Somewhat favor,Somewhat favor,Neither favor nor oppose,Somewhat favor,Neither favor nor oppose,Neither favor nor oppose,Somewhat favor,Neither favor nor oppose,Somewhat oppose,Literacy test for voting|Ballots only printed in English|Same-day registration|Making Election Day a holiday|Vote-by-mail|Online voter registration|Voting rights for non-citizen permanent residents|Mandatory voting|Voter ID laws|A new Voting Rights Act establishing federal protections against racial discrimination|Voting rights for felons,Female,,"White, non-Hispanic",45 to 54 years,5df370d8-e6d9-5863-a6d3-a2523e9a0122,FL_52,Control
12/13/2019 6:09,12/13/2019 6:10,IP Address,172.73.115.188,100,59,TRUE,12/13/2019 6:10,R_3Ei1HPfk9C5AT6P,,,,,35.31350708,-81.55989838,anonymous,EN,75,2,Strongly agree,Somewhat agree,Neither agree nor disagree,Republican,,,Strong,,,Very important,,Extremely well,,Somewhat,,Some of the time,Encouraging as many people as possible to vote,"Limiting voting to only English-speaking Americans|Preventing voter fraud|Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging as many people as possible to vote",Ensuring citizens have equal access to the ballot box,Preventing voter fraud,Limiting voting to only English-speaking Americans,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Neither favor nor oppose,Neither favor nor oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Neither favor nor oppose,Neither favor nor oppose,Neither favor nor oppose,Neither favor nor oppose,Somewhat favor,,Voting rights for non-citizen permanent residents|Literacy test for voting|Voter ID laws|Online voter registration|Ballots only printed in English|Vote-by-mail|Making Election Day a holiday|A new Voting Rights Act establishing federal protections against racial discrimination|Mandatory voting|Voting rights for felons|Same-day registration,Female,,African-American/Black,18 to 24 years,5df3716a-61a1-1fdc-13f1-2cc697a00687,FL_52,D3R3
12/13/2019 6:08,12/13/2019 6:10,IP Address,72.209.192.181,100,164,TRUE,12/13/2019 6:10,R_1opVes1ZnDu92Pi,,,,,38.82080078,-77.45629883,anonymous,EN,55,21,Strongly disagree,Somewhat disagree,Strongly disagree,Independent,,,,Neither,,,,,,,,,Ensuring citizens have equal access to the ballot box,"Limiting voting to only English-speaking Americans|Preventing voter fraud|Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote",Preventing voter fraud,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Vote-by-mail|Mandatory voting|Making Election Day a holiday|Literacy test for voting|Voter ID laws|Ballots only printed in English|Voting rights for felons|Voting rights for non-citizen permanent residents|A new Voting Rights Act establishing federal protections against racial discrimination|Online voter registration|Same-day registration,Female,,Asian,35 to 44 years,5df370e2-c30c-90a7-6614-f3b9deef99f6,FL_52,D3R1
12/13/2019 6:09,12/13/2019 6:11,IP Address,131.148.34.178,100,77,TRUE,12/13/2019 6:11,R_e5VyFbcIezOZteN,,,,,28.30560303,-81.41970062,anonymous,EN,81,,Strongly agree,Strongly agree,Strongly agree,Republican,,,Strong,,,Extremely important,,Extremely well,,A great deal,,All of the time,Limiting voting to only English-speaking Americans,"Limiting voting to only English-speaking Americans|Ensuring citizens have equal access to the ballot box|Encouraging as many people as possible to vote|Encouraging only informed citizens to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud",Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Online voter registration|Ballots only printed in English|Mandatory voting|A new Voting Rights Act establishing federal protections against racial discrimination|Same-day registration|Making Election Day a holiday|Voter ID laws|Voting rights for non-citizen permanent residents|Voting rights for felons|Literacy test for voting|Vote-by-mail,Male,,"White, non-Hispanic",35 to 44 years,5df3713d-0ce0-eba8-24cd-41f7a2679773,FL_53,D1R1
12/13/2019 6:07,12/13/2019 6:11,IP Address,104.178.206.211,100,258,TRUE,12/13/2019 6:11,R_2yjUobcgocJrfz5,,,,,34.4992981,-84.93730164,anonymous,EN,26,68,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Independent,,,,Closer to Republican,,Not very important,,Not very well,,Not at all,,Never,Limiting voting to only English-speaking Americans,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Limiting voting to only English-speaking Americans|Ensuring citizens have equal access to the ballot box|Preventing voter fraud|Encouraging as many people as possible to vote|Encouraging only informed citizens to vote",Preventing voter fraud,Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,Neither favor nor oppose,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Strongly oppose,Neither favor nor oppose,Neither favor nor oppose,Strongly favor,Strongly favor,Somewhat favor,Literacy test for voting|Ballots only printed in English|Online voter registration|Voting rights for felons|Vote-by-mail|Making Election Day a holiday|Voter ID laws|Same-day registration|A new Voting Rights Act establishing federal protections against racial discrimination|Voting rights for non-citizen permanent residents|Mandatory voting,Male,,"White, non-Hispanic",25 to 34 years,5df370dc-19d1-5294-b577-7d64ad7ed997,FL_52,D1R3
12/13/2019 6:07,12/13/2019 6:12,IP Address,174.255.2.87,100,282,TRUE,12/13/2019 6:12,R_0liiaBj5yUJ56HT,,,,,41.84829712,-87.65170288,anonymous,EN,0,100,Strongly disagree,Somewhat disagree,Somewhat disagree,Republican,,,Strong,,,Extremely important,,Extremely well,,A great deal,,All of the time,Ensuring citizens have equal access to the ballot box,"Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote|Preventing voter fraud|Ensuring citizens have equal access to the ballot box",Preventing voter fraud,Encouraging only informed citizens to vote,Limiting voting to only English-speaking Americans,Encouraging as many people as possible to vote,Neither favor nor oppose,Somewhat oppose,Strongly favor,Neither favor nor oppose,Somewhat oppose,Neither favor nor oppose,Neither favor nor oppose,Strongly favor,Strongly favor,Somewhat favor,Strongly oppose,Same-day registration|Voting rights for felons|Online voter registration|A new Voting Rights Act establishing federal protections against racial discrimination|Mandatory voting|Literacy test for voting|Ballots only printed in English|Making Election Day a holiday|Vote-by-mail|Voter ID laws|Voting rights for non-citizen permanent residents,Female,,American Indian/Native American,25 to 34 years,5df3708f-ffee-36a5-903e-dd8a3ef8468f,FL_53,D2R2
12/13/2019 6:09,12/13/2019 6:12,IP Address,73.214.49.35,100,166,TRUE,12/13/2019 6:12,R_30diPm2GqKuQnXx,,,,,41.02659607,-80.34980011,anonymous,EN,88,54,Strongly disagree,Somewhat agree,Neither agree nor disagree,Republican,,,Not very strong,,,Extremely important,,Extremely well,,Somewhat,,Most of the time,Encouraging as many people as possible to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging as many people as possible to vote|Encouraging only informed citizens to vote|Preventing voter fraud|Limiting voting to only English-speaking Americans|Ensuring citizens have equal access to the ballot box",Ensuring citizens have equal access to the ballot box,Encouraging only informed citizens to vote,Preventing voter fraud,Limiting voting to only English-speaking Americans,Somewhat favor,Strongly oppose,Somewhat oppose,,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly oppose,,Somewhat oppose,Literacy test for voting|Voting rights for non-citizen permanent residents|Voter ID laws|A new Voting Rights Act establishing federal protections against racial discrimination|Ballots only printed in English|Mandatory voting|Making Election Day a holiday|Voting rights for felons|Online voter registration|Same-day registration|Vote-by-mail,Female,,"White, non-Hispanic",55 to 64 years,5df3714d-6ac6-032f-48e6-8dcae14bcf44,FL_52,D2R3
12/13/2019 6:10,12/13/2019 6:12,IP Address,108.92.3.3,100,102,TRUE,12/13/2019 6:12,R_3Gw6ok9cmfsuZxz,,,,,29.64700317,-95.36070251,anonymous,EN,66,0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Democrat,,Not very strong,,,Very important,,Very well,,Somewhat,,Most of the time,,Encouraging as many people as possible to vote,"Limiting voting to only English-speaking Americans|Ensuring citizens have equal access to the ballot box|Encouraging as many people as possible to vote|Encouraging only informed citizens to vote|Preventing voter fraud|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging only informed citizens to vote,Limiting voting to only English-speaking Americans,Preventing voter fraud,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Neither favor nor oppose,Neither favor nor oppose,Neither favor nor oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Neither favor nor oppose,Neither favor nor oppose,Neither favor nor oppose,Neither favor nor oppose,Somewhat favor,Voting rights for non-citizen permanent residents|Mandatory voting|Voting rights for felons|Making Election Day a holiday|Same-day registration|Vote-by-mail|Online voter registration|A new Voting Rights Act establishing federal protections against racial discrimination|Literacy test for voting|Voter ID laws|Ballots only printed in English,Female,,African-American/Black,35 to 44 years,5df371ad-b9d1-9b9e-e605-05a2e2e9a534,FL_53,D2R3
12/13/2019 6:11,12/13/2019 6:12,IP Address,99.203.144.122,100,80,TRUE,12/13/2019 6:12,R_3hgsRoXogMcjmYa,,,,,39.21510315,-76.7539978,anonymous,EN,99,0,Strongly agree,Strongly agree,Strongly agree,Democrat,,Strong,,,Extremely important,,Extremely well,,A great deal,,All of the time,,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners","Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box|Limiting voting to only English-speaking Americans|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging as many people as possible to vote|Preventing voter fraud",Ensuring citizens have equal access to the ballot box,Encouraging only informed citizens to vote,Encouraging as many people as possible to vote,Limiting voting to only English-speaking Americans,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat favor,Neither favor nor oppose,Somewhat favor,A new Voting Rights Act establishing federal protections against racial discrimination|Online voter registration|Vote-by-mail|Same-day registration|Ballots only printed in English|Voting rights for felons|Voter ID laws|Mandatory voting|Voting rights for non-citizen permanent residents|Making Election Day a holiday|Literacy test for voting,Female,,African-American/Black,25 to 34 years,5df371af-62f6-a1ff-e514-18e7648d99d2,FL_52,D2R1
12/13/2019 6:09,12/13/2019 6:12,IP Address,216.84.174.242,100,229,TRUE,12/13/2019 6:12,R_sd878G1aTVmU9kB,,,,,38.00120544,-84.53250122,anonymous,EN,76,42,Somewhat disagree,Somewhat disagree,Somewhat disagree,Independent,,,,Closer to Democratic,Very important,,Very well,,Somewhat,,Some of the time,,Preventing voter fraud,"Limiting voting to only English-speaking Americans|Preventing voter fraud|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box|Encouraging only informed citizens to vote",Encouraging as many people as possible to vote,Ensuring citizens have equal access to the ballot box,Encouraging only informed citizens to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Somewhat favor,Somewhat favor,Somewhat favor,Neither favor nor oppose,Somewhat oppose,Neither favor nor oppose,Somewhat oppose,Strongly favor,Strongly oppose,Somewhat oppose,Somewhat oppose,Vote-by-mail|Online voter registration|Same-day registration|Literacy test for voting|Voter ID laws|Mandatory voting|A new Voting Rights Act establishing federal protections against racial discrimination|Ballots only printed in English|Making Election Day a holiday|Voting rights for non-citizen permanent residents|Voting rights for felons,Female,,Hispanic/Latino,25 to 34 years,5df37110-2233-9683-ead4-453684282930,FL_53,D3R2
12/13/2019 6:09,12/13/2019 6:13,IP Address,107.77.218.80,100,209,TRUE,12/13/2019 6:13,R_3jfi923NWw642NK,,,,,29.78050232,-95.51290131,anonymous,EN,,100,Somewhat agree,Somewhat agree,Strongly agree,Republican,,,Strong,,,Very important,,Extremely well,,A great deal,,All of the time,Preventing voter fraud,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Preventing voter fraud|Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote|Encouraging as many people as possible to vote|Ensuring citizens have equal access to the ballot box",Encouraging only informed citizens to vote,Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Limiting voting to only English-speaking Americans,Strongly favor,Somewhat favor,Strongly oppose,Strongly favor,Strongly oppose,Somewhat favor,Somewhat favor,Neither favor nor oppose,Somewhat favor,Strongly oppose,Strongly oppose,Voting rights for non-citizen permanent residents|Literacy test for voting|Voting rights for felons|A new Voting Rights Act establishing federal protections against racial discrimination|Online voter registration|Vote-by-mail|Same-day registration|Mandatory voting|Voter ID laws|Ballots only printed in English|Making Election Day a holiday,Female,,"White, non-Hispanic",25 to 34 years,5df37162-3092-a07a-259c-358048951157,FL_52,D2R1
12/13/2019 6:10,12/13/2019 6:13,IP Address,174.196.2.250,100,169,TRUE,12/13/2019 6:13,R_2fvQ5V6VcxGQyzH,,,,,35.84370422,-86.38809967,anonymous,EN,91,15,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Democrat,,Not very strong,,,Very important,,Very well,,Very little,,Rarely,,Preventing voter fraud,"Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box|Preventing voter fraud|Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging as many people as possible to vote,,Ensuring citizens have equal access to the ballot box,Encouraging only informed citizens to vote,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat oppose,Neither favor nor oppose,Somewhat favor,Somewhat oppose,Neither favor nor oppose,A new Voting Rights Act establishing federal protections against racial discrimination|Vote-by-mail|Mandatory voting|Online voter registration|Ballots only printed in English|Voting rights for non-citizen permanent residents|Same-day registration|Literacy test for voting|Making Election Day a holiday|Voter ID laws|Voting rights for felons,Female,,"White, non-Hispanic",35 to 44 years,5df37190-6582-7290-9095-a25df8d67b90,FL_52,Q70
12/13/2019 6:09,12/13/2019 6:13,IP Address,69.251.79.216,100,207,TRUE,12/13/2019 6:13,R_1IGgVDP9NHMAfhS,,,,,38.36419678,-76.43779755,anonymous,EN,10,11,Strongly disagree,Strongly disagree,Strongly disagree,Independent,,,,Closer to Democratic,Not important at all,,Not very well,,Very little,,Never,,Ensuring citizens have equal access to the ballot box,"Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging as many people as possible to vote|Preventing voter fraud|Ensuring citizens have equal access to the ballot box",Preventing voter fraud,Encouraging as many people as possible to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging only informed citizens to vote,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat favor,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Somewhat favor,Online voter registration|Voting rights for non-citizen permanent residents|Vote-by-mail|Voter ID laws|Mandatory voting|Ballots only printed in English|A new Voting Rights Act establishing federal protections against racial discrimination|Making Election Day a holiday|Same-day registration|Literacy test for voting|Voting rights for felons,Male,,"White, non-Hispanic",45 to 54 years,5df37175-1393-418b-99da-e35fa420e055,FL_52,Q70
12/13/2019 6:09,12/13/2019 6:13,IP Address,72.14.102.141,100,244,TRUE,12/13/2019 6:13,R_3KpgnZe5eMXW6Kv,,,,,36.60890198,-88.30310059,anonymous,EN,40,15,Strongly disagree,Somewhat disagree,Somewhat agree,Independent,,,,Closer to Democratic,Not very important,,Not very well,,Very little,,Some of the time,,Encouraging as many people as possible to vote,"Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box|Preventing voter fraud|Limiting voting to only English-speaking Americans",Ensuring citizens have equal access to the ballot box,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging only informed citizens to vote,Preventing voter fraud,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Neither favor nor oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly favor,Somewhat favor,Same-day registration|Online voter registration|A new Voting Rights Act establishing federal protections against racial discrimination|Literacy test for voting|Vote-by-mail|Voter ID laws|Ballots only printed in English|Voting rights for felons|Mandatory voting|Voting rights for non-citizen permanent residents|Making Election Day a holiday,Female,,"White, non-Hispanic",45 to 54 years,5df37133-1dc3-e8aa-c225-8fe7af2c1f7a,FL_52,D3R3
12/13/2019 6:10,12/13/2019 6:13,IP Address,73.110.89.1,100,188,TRUE,12/13/2019 6:13,R_AF1Cw62iUEdEkPD,,,,,41.42529297,-87.35649872,anonymous,EN,3,3,Strongly disagree,Strongly disagree,Neither agree nor disagree,Independent,,,,Neither,,,,,,,,,Preventing voter fraud,"Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote|Preventing voter fraud|Ensuring citizens have equal access to the ballot box|Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,Limiting voting to only English-speaking Americans,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly oppose,Neither favor nor oppose,Somewhat oppose,Strongly favor,Strongly oppose,Neither favor nor oppose,Strongly oppose,Mandatory voting|Voting rights for felons|Online voter registration|Literacy test for voting|Vote-by-mail|Ballots only printed in English|Voting rights for non-citizen permanent residents|Voter ID laws|Making Election Day a holiday|A new Voting Rights Act establishing federal protections against racial discrimination|Same-day registration,Female,,"White, non-Hispanic",35 to 44 years,5df3716e-1b91-8416-fdca-a69898ef44c2,FL_53,D3R2
12/13/2019 6:12,12/13/2019 6:13,IP Address,98.115.239.157,100,66,TRUE,12/13/2019 6:13,R_sot3jtLCqhGYMHn,,,,,39.94859314,-75.23390198,anonymous,EN,49,12,Somewhat disagree,Somewhat agree,Somewhat disagree,Democrat,,Strong,,,Very important,,Extremely well,,A great deal,,Most of the time,,Encouraging only informed citizens to vote,"Preventing voter fraud|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote|Limiting voting to only English-speaking Americans|Encouraging as many people as possible to vote","Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Ensuring citizens have equal access to the ballot box,Limiting voting to only English-speaking Americans,Preventing voter fraud,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Neither favor nor oppose,Strongly oppose,Neither favor nor oppose,Somewhat oppose,Somewhat oppose,Neither favor nor oppose,Neither favor nor oppose,Vote-by-mail|Voting rights for felons|Online voter registration|A new Voting Rights Act establishing federal protections against racial discrimination|Mandatory voting|Voter ID laws|Literacy test for voting|Ballots only printed in English|Making Election Day a holiday|Same-day registration|Voting rights for non-citizen permanent residents,Male,,African-American/Black,18 to 24 years,5df371f4-f960-db5a-4f4f-c1967175bde9,FL_52,Q70
12/13/2019 6:11,12/13/2019 6:13,IP Address,68.25.82.63,100,160,TRUE,12/13/2019 6:13,R_3MSvp5dQEnn1hFK,,,,,33.74850464,-84.38710022,anonymous,EN,75,84,Somewhat agree,Strongly agree,Somewhat agree,Democrat,,Strong,,,Very important,,Very well,,Somewhat,,Most of the time,,Encouraging only informed citizens to vote,"Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Preventing voter fraud|Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Preventing voter fraud,Limiting voting to only English-speaking Americans,Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Neither favor nor oppose,Neither favor nor oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Neither favor nor oppose,Somewhat favor,Somewhat oppose,Neither favor nor oppose,Strongly favor,Somewhat favor,Mandatory voting|Same-day registration|Making Election Day a holiday|Voting rights for non-citizen permanent residents|Ballots only printed in English|Voting rights for felons|Literacy test for voting|Vote-by-mail|A new Voting Rights Act establishing federal protections against racial discrimination|Voter ID laws|Online voter registration,Male,,"White, non-Hispanic",35 to 44 years,5df3717e-916a-7b5e-1beb-166a0f857fee,FL_52,D1R3
12/13/2019 6:10,12/13/2019 6:13,IP Address,99.102.171.75,100,225,TRUE,12/13/2019 6:13,R_DBQZ3s3dWxs5grv,,,,,29.13830566,-80.99559784,anonymous,EN,100,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Democrat,,Not very strong,,,Very important,,Very well,,A great deal,,Never,,Ensuring citizens have equal access to the ballot box,"Preventing voter fraud|Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box|Limiting voting to only English-speaking Americans|Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Encouraging as many people as possible to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Preventing voter fraud,Encouraging only informed citizens to vote,Somewhat favor,Neither favor nor oppose,Neither favor nor oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Neither favor nor oppose,Somewhat favor,Neither favor nor oppose,Strongly favor,Somewhat oppose,Literacy test for voting|Making Election Day a holiday|Online voter registration|Ballots only printed in English|A new Voting Rights Act establishing federal protections against racial discrimination|Vote-by-mail|Voting rights for non-citizen permanent residents|Voting rights for felons|Voter ID laws|Mandatory voting|Same-day registration,Female,,"White, non-Hispanic",45 to 54 years,5df37153-cd48-0f7d-fddc-8121ae9a8e02,FL_52,D3R1
12/13/2019 6:12,12/13/2019 6:13,IP Address,69.115.120.106,100,63,TRUE,12/13/2019 6:13,R_2CkygiyrWMXAVsM,,,,,40.82119751,-72.98519897,anonymous,EN,58,38,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Democrat,,Strong,,,Extremely important,,Very well,,Very little,,Rarely,,Encouraging only informed citizens to vote,"Encouraging only informed citizens to vote|Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Preventing voter fraud|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Ensuring citizens have equal access to the ballot box",Limiting voting to only English-speaking Americans,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly oppose,Somewhat oppose,Neither favor nor oppose,Strongly oppose,Somewhat favor,Neither favor nor oppose,Somewhat oppose,Mandatory voting|Voting rights for non-citizen permanent residents|Voting rights for felons|Ballots only printed in English|Voter ID laws|Online voter registration|A new Voting Rights Act establishing federal protections against racial discrimination|Vote-by-mail|Literacy test for voting|Same-day registration|Making Election Day a holiday,Female,,"White, non-Hispanic",25 to 34 years,5df3722d-4878-134c-925d-866d01ce7899,FL_53,Q70
12/13/2019 6:11,12/13/2019 6:14,IP Address,38.127.144.60,100,165,TRUE,12/13/2019 6:14,R_cCQkBzwBUK5IUZb,,,,,39.0480957,-77.47280121,anonymous,EN,100,94,Somewhat agree,Strongly agree,Strongly agree,Republican,,,Strong,,,Very important,,Very well,,A great deal,,All of the time,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners","Preventing voter fraud|Encouraging as many people as possible to vote|Limiting voting to only English-speaking Americans|Expanding voting rights to all U.S. residents, including non-citizens and prisoners|Encouraging only informed citizens to vote|Ensuring citizens have equal access to the ballot box",Preventing voter fraud,Encouraging as many people as possible to vote,Limiting voting to only English-speaking Americans,Encouraging only informed citizens to vote,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Same-day registration|A new Voting Rights Act establishing federal protections against racial discrimination|Voting rights for felons|Voting rights for non-citizen permanent residents|Literacy test for voting|Mandatory voting|Vote-by-mail|Voter ID laws|Making Election Day a holiday|Ballots only printed in English|Online voter registration,Male,,"White, non-Hispanic",35 to 44 years,5df37194-1d64-adaf-95f3-92d0a6a3b3c4,FL_53,D1R3
12/13/2019 6:12,12/13/2019 6:14,IP Address,107.77.173.50,100,99,TRUE,12/13/2019 6:14,R_oYvrJ0NMZk29tXb,,,,,41.84829712,-87.65170288,anonymous,EN,14,12,Somewhat disagree,Somewhat disagree,Strongly disagree,Something else,,,,Neither,,,,,,,,,Limiting voting to only English-speaking Americans,"Preventing voter fraud|Ensuring citizens have equal access to the ballot box|Limiting voting to only English-speaking Americans|Encouraging only informed citizens to vote|Encouraging as many people as possible to vote|Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Ensuring citizens have equal access to the ballot box,Encouraging as many people as possible to vote,Encouraging only informed citizens to vote,"Expanding voting rights to all U.S. residents, including non-citizens and prisoners",Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Neither favor nor oppose,Somewhat oppose,Neither favor nor oppose,Strongly oppose,Somewhat oppose,Somewhat favor,Neither favor nor oppose,Voting rights for non-citizen permanent residents|Ballots only printed in English|Vote-by-mail|Voter ID laws|Online voter registration|Same-day registration|Mandatory voting|Voting rights for felons|Literacy test for voting|Making Election Day a holiday|A new Voting Rights Act establishing federal protections against racial discrimination,Female,,"White, non-Hispanic",35 to 44 years,5df371e8-8aeb-c5dd-6fb5-ad9c90d74f06,FL_52,D3R1
