StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,negpart_1,negpart_2,multipartydem_1,multipartydem_2,multipartydem_3,Q17,Q17_4_TEXT,Q19,Q21,Q23,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,Q55,Q55_DO,Q57,Q56,Q58,Q59,reforms_1,reforms_2,reforms_3,reforms_4,reforms_5,reforms_6,reforms_7,reforms_8,reforms_9,reforms_10,reforms_11,reforms_DO,gender,gender_3_TEXT,race,age,rid,FL_50_DO,Treatment_DO
12/13/2019 6:15,12/13/2019 6:20,0,99.203.41.33,100,259,1,12/13/2019 6:20,R_2qfOwTWx5dpPlkV,,,,,33.45320129,-112.0748978,anonymous,EN,52,30,5,3,1,1,,1,,,3,,3,,2,,2,,2,4|6|5|1|2|3,4,6,5,1,5,5,3,5,4,5,5,5,5,5,1,9|7|6|2|5|3|4|1|8|10|11,1,,6,3,5df372cc-497c-4d0a-7e06-42f5ff32f497,FL_52,Control
12/13/2019 6:14,12/13/2019 6:20,0,192.208.120.15,100,344,1,12/13/2019 6:20,R_RrZVOA3RfDIIZDX,,,,,40.83120728,-73.90670013,anonymous,EN,69,44,2,2,3,2,,,2,,,2,,2,,2,,2,1,6|4|5|1|2|3,2,3,4,5,2,4,2,4,1,4,2,4,2,4,4,3|11|1|10|8|4|6|9|2|5|7,1,,2,3,5df37263-b994-6824-363f-9ef74ee35b55,FL_53,D1R3
12/13/2019 6:14,12/13/2019 6:20,0,107.77.241.48,100,366,1,12/13/2019 6:20,R_UYqnWOYqNNlYDhn,,,,,36.167099,-86.78610229,anonymous,EN,100,7,4,4,4,1,,2,,,3,,3,,3,,3,,2,5|3|2|1|6|4,1,4,5,6,3,5,5,1,1,1,1,3,1,5,1,10|2|3|9|4|5|11|8|1|6|7,1,,2,6,5df37273-d6c6-099d-2ced-902ae7b89115,FL_53,D3R3
12/13/2019 6:16,12/13/2019 6:20,0,23.126.72.163,100,276,1,12/13/2019 6:20,R_5hWCkFlE4ENvZyp,,,,,37.09700012,-94.50900269,anonymous,EN,20,10,2,1,3,3,,,,2,2,,2,,2,,2,,1,2|6|1|5|3|4,3,4,2,5,3,4,5,3,1,2,2,5,2,5,2,7|5|4|6|9|11|2|10|8|1|3,2,,1,3,5df372ea-541d-3f42-3e7d-3c3b329a2093,FL_53,D2R3
12/13/2019 6:10,12/13/2019 6:20,0,99.112.202.110,100,597,1,12/13/2019 6:20,R_cCpj99b2bhYZ57z,,,,,30.05160522,-95.47070313,anonymous,EN,22,78,1,1,4,2,,,1,,,2,,2,,3,,2,4,1|4|6|3|2|5,5,6,2,1,5,3,4,4,2,2,4,4,4,1,3,10|6|8|7|5|9|2|1|3|11|4,2,,1,4,5df37188-15e5-a179-4592-ae6d9b8fef7a,FL_52,D2R3
12/13/2019 6:16,12/13/2019 6:21,0,184.89.137.82,100,283,1,12/13/2019 6:21,R_w7CpuB7IsFPao13,,,,,28.49859619,-81.53530121,anonymous,EN,100,1,1,1,3,1,,1,,,3,,4,,4,,5,,3,1|3|4|5|6|2,1,2,5,4,2,4,5,5,5,5,1,5,1,5,5,11|10|5|2|7|1|6|4|8|9|3,1,,3,3,5df372c0-41c2-df4d-e79e-0ada0959912a,FL_53,D2R2
12/13/2019 6:13,12/13/2019 6:21,0,174.198.38.16,100,466,1,12/13/2019 6:21,R_1hSeponWDo0kfD2,,,,,42.21679688,-88.24449921,anonymous,EN,90,10,1,1,4,1,,1,,,3,,3,,4,,4,,1,6|5|3|2|4|1,2,4,3,5,5,4,3,4,3,4,3,4,3,3,3,8|4|9|11|7|6|1|3|2|5|10,1,,1,7,5df37220-9cae-f5e9-9a9c-80b29e7d6f32,FL_53,Control
12/13/2019 6:13,12/13/2019 6:22,0,172.58.203.59,100,552,1,12/13/2019 6:22,R_1msLMLx5w6fctl6,,,,,39.92329407,-75.23130035,anonymous,EN,51,82,1,1,2,3,,,,1,,2,,3,,3,,1,1,3|6|2|1|5|4,4,2,5,3,5,2,5,5,1,5,1,5,3,1,2,2|10|6|3|4|9|7|11|8|1|5,1,,1,5,5df3720f-bbc5-9ba7-c4de-09f5249d0642,FL_52,D3R1
12/13/2019 6:10,12/13/2019 6:22,0,70.190.49.254,100,696,1,12/13/2019 6:22,R_3fpncEQ7k3SbSbC,,,,,33.63380432,-112.2065964,anonymous,EN,100,1,1,1,1,1,,1,,,3,,3,,4,,3,,1,5|3|1|2|6|4,2,3,4,5,1,5,5,5,4,5,1,5,1,3,5,4|8|6|7|1|10|3|9|5|11|2,1,,1,7,5df3718d-5651-4724-267f-4bed07253bc4,FL_53,D1R1
12/13/2019 6:16,12/13/2019 6:22,0,67.6.21.185,100,378,1,12/13/2019 6:22,R_9B8a4ixI1EVin7j,,,,,39.00120544,-90.96240234,anonymous,EN,3,85,1,2,2,3,,,,1,,4,,3,,4,,3,4,3|2|6|4|5|1,1,2,5,6,5,2,2,2,4,1,3,2,3,2,1,5|3|2|8|10|4|1|9|7|11|6,2,,1,7,5df372ca-4793-6ddf-9a62-23dcb6e3f1d6,FL_53,D2R3
12/13/2019 6:15,12/13/2019 6:22,0,71.223.235.146,100,431,1,12/13/2019 6:22,R_r0hj2FAAktv4VKF,,,,,33.44940186,-112.1940994,anonymous,EN,5,80,3,3,4,3,,,,1,,2,,2,,1,,1,4,5|2|4|1|6|3,3,1,2,6,5,3,1,5,1,5,3,5,5,5,3,1|10|2|7|4|8|6|9|11|3|5,2,,1,3,5df372a1-253b-f489-0292-88963abea73a,FL_52,D1R3
12/13/2019 6:14,12/13/2019 6:23,0,98.213.75.84,100,517,1,12/13/2019 6:23,R_BWn8sJJYLYjKil3,,,,,41.80589294,-89.71060181,anonymous,EN,20,100,2,2,2,2,,,1,,,3,,3,,3,,3,2,6|4|3|5|1|2,4,6,5,1,5,2,5,2,4,2,5,4,5,4,1,1|9|10|2|5|11|4|7|8|6|3,1,,1,5,5df37274-6f4d-766d-d795-3cdfe6965655,FL_52,D2R2
12/13/2019 6:12,12/13/2019 6:29,0,69.110.38.22,100,982,1,12/13/2019 6:29,R_3qWM5N2CYR1So1e,,,,,35.16549683,-101.8856964,anonymous,EN,100,0,1,5,3,1,,1,,,4,,4,,4,,4,,3,4|6|2|1|3|5,1,2,5,4,3,5,5,4,3,5,3,5,2,5,4,10|8|4|9|5|2|11|6|3|7|1,2,,1,3,5df37215-d0fc-92a8-0207-10950692ee23,FL_53,D1R3
12/13/2019 6:15,12/13/2019 6:29,0,172.58.155.23,100,842,1,12/13/2019 6:29,R_2Ynu4UXLWGJKEdQ,,,,,35.229599,-80.84300232,anonymous,EN,50,,3,3,3,3,,,,2,2,,1,,1,,1,,3,1|4|5|6|2|3,2,1,4,5,3,3,5,5,4,4,2,5,3,4,5,3|5|7|1|11|6|9|10|8|2|4,1,,2,2,5df372a5-2971-0d04-bde7-75a71c7e3fd8,FL_52,D3R1
12/13/2019 6:13,12/13/2019 6:46,0,151.203.113.49,100,2006,1,12/13/2019 6:46,R_3FRHLOGlhvitqoB,,,,,42.71380615,-70.90699768,anonymous,EN,60,100,1,2,1,2,,,1,,,4,,4,,4,,5,5,6|5|3|4|2|1,2,6,1,4,1,1,1,1,1,1,1,1,1,1,1,4|2|6|10|7|8|1|5|11|3|9,2,,1,7,5df3720b-7145-9d0c-6394-a7abd3f20239,FL_52,D2R2
12/13/2019 7:07,12/13/2019 7:09,0,172.58.107.67,100,115,1,12/13/2019 7:09,R_Bzjv6ajcC5KMJe9,,,,,32.82609558,-96.83450317,anonymous,EN,3,100,1,3,1,2,,,1,,,4,,4,,4,,5,4,3|1|6|2|4|5,6,2,5,3,1,3,1,1,3,5,4,3,3,1,2,2|6|7|3|10|1|8|4|9|11|5,1,,1,5,5df37eb2-abf5-e578-9101-c2fff23049bb,FL_53,D1R1
12/13/2019 7:07,12/13/2019 7:10,0,156.110.35.118,100,175,1,12/13/2019 7:10,R_WBXpvIb6JPmMxFL,,,,,34.78379822,-96.69380188,anonymous,EN,9,91,1,1,1,2,,,1,,,4,,3,,4,,5,4,2|3|6|4|1|5,1,2,5,3,4,5,5,5,1,5,1,4,2,2,2,9|1|8|2|11|7|4|3|6|10|5,1,,1,2,5df37ee3-4aae-b448-7437-46264a63b2f6,FL_53,D1R1
12/13/2019 7:07,12/13/2019 7:10,0,76.119.243.205,100,183,1,12/13/2019 7:10,R_20ShHYyZeP5D7Nl,,,,,42.12930298,-72.75219727,anonymous,EN,91,8,5,5,5,1,,1,,,4,,3,,4,,5,,1,1|6|5|4|3|2,4,6,2,5,3,3,3,3,3,3,3,3,3,3,3,5|8|10|9|4|7|11|3|6|2|1,1,,1,7,5df37eec-a472-09c0-fd62-427507e12476,FL_52,D3R3
12/13/2019 7:08,12/13/2019 7:10,0,71.43.117.99,100,145,1,12/13/2019 7:10,R_3lSNcuFry5iQx2h,,,,,28.30560303,-81.41970062,anonymous,EN,100,52,5,5,5,1,,1,,,4,,4,,4,,5,,5,5|2|3|4|6|1,2,3,4,6,5,5,5,5,5,5,5,5,5,5,5,11|9|8|7|10|2|1|4|6|5|3,1,,1,4,5df37efb-07d7-b1fb-ba20-16bcff3ae1a5,FL_52,D2R1
12/13/2019 7:07,12/13/2019 7:10,0,24.209.69.95,100,176,1,12/13/2019 7:10,R_3KqGfhsmD0XXJJL,,,,,39.73519897,-84.08640289,anonymous,EN,71,100,5,5,5,2,,,1,,,4,,4,,4,,5,3,3|5|1|6|2|4,5,1,2,6,5,4,5,5,5,5,5,4,5,5,5,5|11|7|10|2|3|6|1|8|4|9,2,,1,4,5df37efe-3607-f7ba-a5b4-f121b7927720,FL_53,D2R2
12/13/2019 7:09,12/13/2019 7:11,0,170.199.254.197,100,84,1,12/13/2019 7:11,R_3PHPpqP6uG3NLHJ,,,,,34.15339661,-88.00849915,anonymous,EN,15,100,1,1,1,2,,,1,,,4,,4,,4,,4,3,2|3|1|5|4|6,2,1,5,4,1,2,1,1,1,1,1,1,1,1,1,2|9|4|5|1|8|3|7|11|6|10,1,,1,3,5df37f7c-4a4a-9232-8aaa-446b501cc584,FL_52,D1R3
12/13/2019 7:07,12/13/2019 7:11,0,108.64.22.102,100,230,1,12/13/2019 7:11,R_7QgI9k1IH1DSlb3,,,,,41.25309753,-81.3391037,anonymous,EN,10,77,1,3,1,2,,,1,,,3,,3,,3,,3,2,2|1|6|3|4|5,4,1,5,3,5,5,5,1,4,5,3,4,3,4,1,9|11|1|6|8|4|2|5|10|7|3,1,,1,4,5df37ed6-7bee-d2d8-36c0-a722410251c3,FL_53,D3R3
12/13/2019 7:07,12/13/2019 7:11,0,162.154.165.12,100,238,1,12/13/2019 7:11,R_3ik785OukDNUmGu,,,,,39.0453949,-82.64179993,anonymous,EN,42,61,5,5,1,1,,2,,,2,,2,,2,,1,,5,4|5|1|6|2|3,4,1,6,3,5,5,5,5,1,5,1,5,2,1,1,8|9|11|10|4|6|1|7|2|3|5,1,,1,4,5df37eda-6be2-ae87-8c94-ab0835bd3a20,FL_53,D2R1
12/13/2019 7:09,12/13/2019 7:11,0,99.203.84.174,100,132,1,12/13/2019 7:11,R_2e8yVrJpswmUvdC,,,,,38.85279846,-77.30200195,anonymous,EN,100,,4,4,4,1,,1,,,3,,3,,4,,4,,6,4|6|2|1|5|3,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,11|10|5|3|6|4|7|9|8|2|1,1,,2,3,5df37f5b-5fbe-759f-1a1f-43909cc0dbd0,FL_52,D3R1
12/13/2019 7:08,12/13/2019 7:11,0,172.103.24.245,100,162,1,12/13/2019 7:11,R_3Jyi94d7bQSgnxM,,,,,43.52349854,-96.7385025,anonymous,EN,51,53,3,3,3,2,,,2,,,2,,2,,3,,1,2,3|4|5|6|2|1,1,4,3,6,3,1,5,4,1,4,1,4,3,1,4,8|5|9|11|7|6|4|10|2|3|1,1,,1,4,5df37f15-0af5-30f2-6a10-f81c8e3716de,FL_53,D3R1
12/13/2019 7:09,12/13/2019 7:11,0,174.203.10.175,100,110,1,12/13/2019 7:11,R_21FWUMUjOeZxwMI,,,,,40.78089905,-73.95020294,anonymous,EN,90,5,2,2,3,1,,2,,,2,,2,,2,,2,,1,2|3|5|4|6|1,2,4,3,5,3,4,5,4,2,4,3,3,2,3,5,11|7|9|1|5|8|6|4|2|3|10,1,,1,3,5df37f55-d29d-f6b8-618a-9c189df8d437,FL_53,D3R2
12/13/2019 7:07,12/13/2019 7:11,0,47.155.125.107,100,250,1,12/13/2019 7:11,R_3OrDrBmo32tLmqh,,,,,34.23469543,-119.1893997,anonymous,EN,73,66,2,3,4,1,,1,,,2,,1,,4,,3,,4,5|4|6|1|3|2,1,3,5,2,3,1,5,4,3,2,2,1,4,4,3,5|7|11|4|3|9|6|2|8|1|10,1,,3,2,5df37ec2-4c3f-5c2f-3bec-3030a1468c6c,FL_52,D1R1
12/13/2019 7:10,12/13/2019 7:11,0,208.105.193.45,100,95,1,12/13/2019 7:11,R_2vkxGRGN27kJ7Ac,,,,,43.31190491,-70.59790039,anonymous,EN,92,99,5,4,5,2,,,1,,,4,,4,,3,,2,6,5|1|3|4|2|6,2,5,1,3,5,5,4,5,4,4,5,4,5,4,5,2|10|4|8|11|6|1|3|9|5|7,2,,1,,5df37f4f-af6f-49bb-0394-a02d49bd70d0,FL_53,D1R1
12/13/2019 7:08,12/13/2019 7:11,0,73.181.70.105,100,215,1,12/13/2019 7:11,R_3lzP3dGDAUGDN0j,,,,,39.58920288,-105.1359024,anonymous,EN,82,30,1,1,1,1,,1,,,3,,4,,4,,4,,1,1|5|4|2|6|3,2,4,3,5,4,5,5,5,2,5,3,4,1,4,4,10|9|11|3|5|1|4|8|7|6|2,1,,1,3,5df37ef2-21d2-4c0f-8160-a747f1206213,FL_53,D2R2
12/13/2019 7:09,12/13/2019 7:11,0,72.227.77.12,100,159,1,12/13/2019 7:11,R_T6Hsttb6iKZhnVL,,,,,43.86219788,-70.85310364,anonymous,EN,100,,5,5,5,1,,1,,,4,,,,4,,4,,3,3|2|4|1|5|6,2,4,1,5,5,5,5,5,5,5,5,4,5,5,5,2|4|5|6|1|7|8|10|3|11|9,2,,1,4,5df37f31-2885-bbd9-66ff-99eba81a3c21,FL_52,D1R3
12/13/2019 7:08,12/13/2019 7:12,0,38.95.160.94,100,248,1,12/13/2019 7:12,R_ei0S3WukwAISJxv,,,,,39.0480957,-77.47280121,anonymous,EN,93,74,5,4,5,1,,2,,,3,,4,,4,,4,,2,1|4|5|3|2|6,1,4,5,3,5,5,5,5,4,4,4,4,4,4,5,4|8|3|9|2|5|11|7|6|1|10,2,,1,4,5df37ee9-f3a8-11f4-3ea8-00386d2e5a7d,FL_53,D2R1
12/13/2019 7:09,12/13/2019 7:12,0,174.206.17.16,100,191,1,12/13/2019 7:12,R_1etvAiJ7Krw1sv3,,,,,32.86459351,-96.78839874,anonymous,EN,79,23,3,3,3,3,,,,2,3,,3,,3,,4,,2,1|2|6|5|3|4,6,5,1,4,5,4,4,5,3,4,5,5,4,4,3,10|11|6|8|1|7|9|4|2|3|5,1,,1,5,5df37f43-c990-cb62-6de7-ccdfa208ecf4,FL_53,Q70
12/13/2019 7:07,12/13/2019 7:12,0,73.92.35.67,100,307,1,12/13/2019 7:12,R_1lAfMga7Aw96KQQ,,,,,37.33039856,-121.7913055,anonymous,EN,70,29,1,4,1,1,,2,,,3,,3,,3,,4,,1,5|6|1|2|3|4,4,3,5,2,5,2,5,5,2,4,1,5,3,5,1,6|2|4|11|10|7|8|5|3|1|9,2,,5,5,5df37eb6-453d-48e9-cd2a-a14dc5361973,FL_52,D3R2
12/13/2019 7:07,12/13/2019 7:12,0,75.89.116.141,100,288,1,12/13/2019 7:12,R_dpySUhv7dpqI9m9,,,,,38.00759888,-85.69210052,anonymous,EN,11,60,2,2,3,3,,,,1,,3,,3,,3,,3,6,1|6|2|4|5|3,4,2,5,1,4,3,3,3,3,2,4,3,2,1,1,3|8|2|7|1|11|6|4|9|5|10,2,,1,5,5df37eda-3616-883d-66d4-2437971f5fe8,FL_52,D1R3
12/13/2019 7:11,12/13/2019 7:12,0,74.137.168.255,100,81,1,12/13/2019 7:12,R_3sAKifADieE4W7y,,,,,36.74450684,-84.13990021,anonymous,EN,44,43,3,3,3,2,,,2,,,1,,2,,1,,1,3,6|1|2|5|4|3,4,5,2,1,3,3,3,3,3,3,3,4,3,3,3,1|8|3|7|5|2|6|4|10|11|9,1,,1,5,5df37fbb-969d-9cf8-3684-d19cc585b91b,FL_53,D1R1
12/13/2019 7:08,12/13/2019 7:12,0,173.92.192.62,100,268,1,12/13/2019 7:12,R_26kTYZzdrEdL4hX,,,,,35.41549683,-80.61430359,anonymous,EN,8,56,2,2,2,2,,,2,,,1,,2,,2,,1,4,4|2|6|1|3|5,2,1,5,6,5,3,2,3,1,2,2,3,3,1,1,5|7|11|8|3|4|6|2|1|10|9,1,,1,7,5df37f00-f818-94b4-0945-adf959b3af9c,FL_52,D3R1
12/13/2019 7:07,12/13/2019 7:12,0,73.26.105.93,100,330,1,12/13/2019 7:12,R_1d6sSSVyxxR7hKe,,,,,34.17990112,-103.3363037,anonymous,EN,5,5,2,2,3,4,,,,3,,,,,,,,,3,3|4|2|5|1|6,1,4,6,2,3,5,5,5,1,5,4,5,3,4,5,6|9|1|10|11|5|3|4|2|8|7,1,,1,5,5df37ed0-17a9-43bc-024b-8f280d93d469,FL_52,D2R1
12/13/2019 7:08,12/13/2019 7:12,0,24.140.12.27,100,277,1,12/13/2019 7:12,R_3NxpVywjM0sKdmc,,,,,40.81159973,-81.49729919,anonymous,EN,80,30,2,2,4,1,,2,,,3,,3,,3,,4,,2,6|1|4|3|5|2,3,1,5,6,4,4,4,4,2,5,4,4,4,4,4,3|6|9|2|8|10|1|7|11|5|4,2,,1,4,5df37f29-7e87-0d2f-3e83-deb00ed7a03b,FL_53,D3R2
12/13/2019 7:09,12/13/2019 7:12,0,174.241.129.152,100,234,1,12/13/2019 7:12,R_2zRPRUAS1L92DVX,,,,,38.26339722,-85.67299652,anonymous,EN,100,0,1,1,1,1,,1,,,4,,4,,4,,4,,1,1|6|2|3|4|5,2,3,4,5,2,4,5,3,5,5,1,5,1,5,5,7|8|4|11|1|2|9|3|6|5|10,1,,1,7,5df37f38-43a3-bfc7-db0d-29e2e116dd59,FL_53,D2R1
12/13/2019 7:08,12/13/2019 7:13,0,70.119.34.165,100,286,1,12/13/2019 7:13,R_294wp158E7T6BPm,,,,,32.81790161,-96.63189697,anonymous,EN,91,93,1,2,4,3,,,,2,2,,2,,2,,3,,1,6|4|5|2|1|3,2,3,4,5,5,5,5,5,5,5,1,5,1,5,5,10|9|3|7|2|6|5|1|11|4|8,1,,6,4,5df37ef0-c155-26bc-018f-b8c7e1cde9de,FL_52,D3R1
12/13/2019 7:07,12/13/2019 7:13,0,108.71.76.70,100,362,1,12/13/2019 7:13,R_wKMscOAz7YFqLO9,,,,,34.48269653,-118.6253967,anonymous,EN,81,0,2,2,2,1,,1,,,3,,3,,3,,4,,4,6|4|2|5|1|3,1,2,3,5,2,4,5,5,3,4,2,5,1,4,3,10|4|11|7|5|9|8|6|2|3|1,1,,1,7,5df37ed2-8298-be62-6f28-3b4bf85b5193,FL_53,Control
12/13/2019 7:09,12/13/2019 7:13,0,184.4.122.95,100,206,1,12/13/2019 7:13,R_2CVpGDJebf9Pc9u,,,,,29.25880432,-82.22389984,anonymous,EN,10,5,1,1,1,2,,,1,,,3,,3,,3,,1,1,2|1|4|5|6|3,4,2,6,5,5,3,4,3,5,3,3,5,3,3,1,5|11|10|8|1|4|9|6|3|2|7,2,,1,7,5df37f4c-88f7-6136-4716-7d5f65ab147e,FL_52,D1R1
12/13/2019 7:08,12/13/2019 7:13,0,47.226.102.219,100,267,1,12/13/2019 7:13,R_2wb3D5WlVfHCEYm,,,,,35.8000946,-83.88110352,anonymous,EN,17,100,5,3,2,2,,,1,,,4,,4,,4,,5,5,3|1|4|5|6|2,4,1,2,6,4,3,4,2,2,2,3,4,3,1,2,4|10|1|9|8|2|5|7|3|11|6,1,,1,6,5df37f44-022c-14a4-4f38-286552ba4037,FL_52,D3R2
12/13/2019 7:08,12/13/2019 7:13,0,96.255.231.185,100,286,1,12/13/2019 7:13,R_2WvTjX0915Utjhp,,,,,38.90640259,-77.12779999,anonymous,EN,23,28,3,2,2,4,,,,3,,,,,,,,,4,3|4|2|6|1|5,1,2,5,6,2,3,4,4,4,4,2,4,2,4,4,6|10|2|4|11|7|1|9|5|3|8,1,,1,4,5df37ef6-bb17-9169-717b-c9a8b4fe6392,FL_53,D2R3
12/13/2019 7:06,12/13/2019 7:13,0,172.58.144.114,100,378,1,12/13/2019 7:13,R_2e1Z79ThHDCMVD8,,,,,36.07110596,-86.71959686,anonymous,EN,2,100,3,5,3,2,,,1,,,4,,4,,4,,5,6,2|5|6|4|3|1,1,5,4,2,5,5,1,1,5,,5,3,5,4,1,1|2|9|6|10|5|3|8|7|4|11,1,,1,6,5df37edc-c470-56b8-2755-b9653a58ae63,FL_53,Q70
12/13/2019 7:10,12/13/2019 7:13,0,174.197.10.5,100,192,1,12/13/2019 7:13,R_232Wwyfff3Hh2QE,,,,,41.87319946,-88.00019836,anonymous,EN,0,71,1,2,1,2,,,2,,,2,,2,,3,,3,4,2|5|3|6|4|1,2,1,5,3,5,2,1,1,2,1,2,3,4,1,1,10|3|5|4|2|11|7|6|8|1|9,1,,1,6,5df37f75-0a26-8ff0-b5d3-07c64052bf8a,FL_52,D1R1
12/13/2019 7:11,12/13/2019 7:13,0,24.184.57.77,100,148,1,12/13/2019 7:13,R_3HBr9N6esKHoIG6,,,,,40.82800293,-73.86849976,anonymous,EN,19,83,2,4,3,2,,,1,,,3,,3,,3,,4,1,3|1|6|2|5|4,2,5,6,4,3,3,2,2,3,3,3,3,3,3,3,4|7|9|5|2|3|1|11|10|6|8,2,,1,,5df37fdc-1841-2d55-ea77-375c72152e9a,FL_52,D2R3
12/13/2019 7:11,12/13/2019 7:13,0,174.253.137.178,100,165,1,12/13/2019 7:13,R_2CpsNINJv05CUUo,,,,,36.08099365,-83.56729889,anonymous,EN,100,72,5,5,5,1,,1,,,4,,4,,4,,5,,2,4|3|6|1|2|5,4,1,5,6,4,3,4,5,5,5,3,4,5,2,3,3|8|9|5|4|6|10|11|2|1|7,1,,5,5,5df37fb0-f7bd-0da8-aece-f718f9b0313a,FL_52,D3R2
12/13/2019 7:10,12/13/2019 7:13,0,172.58.59.216,100,185,1,12/13/2019 7:13,R_xmd0ymUwMqgPZSN,,,,,39.84010315,-105.0027008,anonymous,EN,84,29,3,4,2,1,,2,,,2,,2,,2,,2,,5,1|5|4|6|2|3,2,6,1,3,4,4,4,5,5,4,5,3,5,5,2,2|3|8|4|5|10|7|9|1|11|6,1,,2,4,5df37f94-8847-fe4e-dab2-f340c10718fb,FL_52,D2R1
12/13/2019 7:10,12/13/2019 7:13,0,107.11.255.12,100,213,1,12/13/2019 7:13,R_1lmiVfeLGL3OLtb,,,,,40.18339539,-83.09120178,anonymous,EN,,50,1,1,4,2,,,1,,,2,,2,,3,,1,5,2|3|5|6|1|4,4,2,1,6,5,1,5,3,1,1,4,4,5,1,1,2|4|8|1|11|6|7|9|10|5|3,2,,1,4,5df37f74-14f7-4d6e-ff2a-5dcfa4a6ad1a,FL_53,D3R2
12/13/2019 7:10,12/13/2019 7:13,0,73.22.244.107,100,224,1,12/13/2019 7:13,R_2ZWdeBm3HyFm1B6,,,,,41.83880615,-87.78910065,anonymous,EN,65,33,4,5,1,1,,2,,,3,,3,,3,,5,,4,4|2|1|6|3|5,2,1,3,5,5,5,5,5,5,4,3,5,1,4,5,6|10|3|1|2|4|7|9|8|5|11,1,,1,3,5df37f9e-df01-38ba-157a-4c427900463d,FL_52,D3R3
12/13/2019 7:08,12/13/2019 7:13,0,174.219.27.224,100,317,1,12/13/2019 7:13,R_3Do8JOpZQWal5fY,,,,,45.0769043,-93.1371994,anonymous,EN,5,96,2,4,3,2,,,1,,,2,,3,,3,,4,4,6|5|4|1|3|2,6,5,1,2,5,5,5,1,1,1,4,2,5,3,1,1|7|10|2|9|8|4|6|5|3|11,2,,1,3,5df37f08-b78b-c1c0-2603-ad5b96c50e83,FL_52,D2R1
12/13/2019 7:10,12/13/2019 7:14,0,76.164.245.251,100,227,1,12/13/2019 7:14,R_vBRzan8knx9EBVf,,,,,36.75959778,-83.34989929,anonymous,EN,63,12,1,1,2,1,,2,,,2,,3,,2,,2,,1,6|4|1|2|3|5,4,2,3,6,2,4,5,5,4,4,1,5,1,4,2,11|8|2|1|4|5|6|10|9|3|7,1,,1,4,5df37f80-949f-c2c5-a391-32496c6c89ef,FL_53,Control
12/13/2019 7:12,12/13/2019 7:14,0,70.117.155.222,100,83,1,12/13/2019 7:14,R_1LHd5jDgdON4OLW,,,,,30.27810669,-94.21669769,anonymous,EN,2,2,3,3,3,3,,,,3,,,,,,,,,1,1|3|6|5|2|4,6,2,4,3,3,3,3,3,3,3,3,3,3,3,3,10|1|7|5|9|6|3|11|4|2|8,1,,1,3,5df38005-69ee-4a46-2fd7-ff737f75f75e,FL_52,D3R1
12/13/2019 7:12,12/13/2019 7:14,0,173.44.65.171,100,109,1,12/13/2019 7:14,R_2DRGMafPncCP1G7,,,,,38.28210449,-77.13059998,anonymous,EN,43,42,3,3,3,2,,,1,,,3,,3,,3,,4,6,2|5|4|3|6|1,3,1,4,5,3,3,3,3,3,3,3,3,3,3,3,1|10|7|3|4|8|6|5|9|11|2,1,,2,3,5df37ff5-4555-279f-91e6-e1bcbd888b15,FL_52,D3R3
12/13/2019 7:12,12/13/2019 7:14,0,99.30.21.238,100,125,1,12/13/2019 7:14,R_1FmthN8EgRoCUot,,,,,41.67790222,-83.53440094,anonymous,EN,20,92,5,1,1,3,,,,3,,,,,,,,,5,1|4|3|5|6|2,4,6,3,1,5,1,4,1,5,5,5,5,5,4,5,7|11|4|9|10|2|3|1|8|6|5,2,,2,3,5df37fd2-035e-a1e8-728f-5ec5289de4d2,FL_53,D3R3
12/13/2019 7:12,12/13/2019 7:14,0,65.28.146.177,100,111,1,12/13/2019 7:14,R_3np97sYnz5P04Ja,,,,,37.29670715,-82.10610199,anonymous,EN,6,6,2,1,3,3,,,,3,,,,,,,,,6,5|6|3|4|2|1,5,2,4,1,4,4,4,5,4,4,3,2,5,2,1,5|8|10|7|11|2|1|6|3|4|9,1,,1,3,5df37ff1-e168-fa25-18f0-6945dc247b51,FL_53,Q70
12/13/2019 7:12,12/13/2019 7:14,0,98.250.118.26,100,89,1,12/13/2019 7:14,R_3Mfkb0g3rS9pth6,,,,,42.59820557,-83.11669922,anonymous,EN,50,50,3,3,3,4,Nothing ,,,3,,,,,,,,,5,3|5|6|4|1|2,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,7|8|3|6|11|4|2|9|5|1|10,2,,1,3,5df3800b-484c-63d4-a323-5113c9aec950,FL_53,Q70
12/13/2019 7:10,12/13/2019 7:14,0,23.124.218.236,100,242,1,12/13/2019 7:14,R_1oznXRUriHmo8Nu,,,,,42.36630249,-82.998703,anonymous,EN,54,10,1,1,3,3,,,,3,,,,,,,,,5,4|1|5|6|2|3,4,2,3,1,5,4,1,5,4,4,3,4,3,4,3,1|5|9|10|6|8|7|2|3|11|4,2,,2,3,5df37f76-66bf-4684-b817-18db0cde59bc,FL_53,D3R2
